NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_ENSINO,TP_ESCOLA,TP_LOCALIZACAO_ESC,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q001,Q002,Q005,Q006,Q008,Q009,Q010,Q011,Q022,Q024,MEDIA_NOTAS,Q025
17,F,1,2,1,2,1,447.8,580.8,544.2,543.6,560,C,C,3,B,B,C,A,B,B,A,535.28,A
19,M,0,3,1,2,,382.3,384.8,517.9,733.7,620,B,B,5,C,B,C,A,A,C,A,527.74,B
17,F,1,3,1,2,1,569.8,602.4,588.3,579.4,760,E,D,4,B,B,D,A,A,C,B,619.98,B
16,F,1,3,1,2,1,504.8,544.8,536.7,581.2,840,B,E,4,B,B,C,B,B,C,A,601.5,B
18,F,1,3,1,2,1,398,514.7,529.3,451.3,520,C,E,3,B,B,C,A,B,C,A,482.66,B
18,F,1,3,1,2,1,447.7,440.5,494.3,476.6,620,B,C,3,C,B,C,A,A,B,A,495.82,A
19,F,1,3,1,2,,404.6,451.5,512.9,446.8,800,D,D,4,B,B,C,A,A,B,B,523.16,A
17,M,1,3,1,2,1,509.6,509.1,411.5,506.8,320,E,E,17,B,C,C,A,B,C,B,451.4,B
18,M,1,3,1,2,1,513.9,600,548.7,449.3,940,H,E,2,A,B,B,A,A,B,A,610.38,B
18,F,1,2,1,2,1,527.3,532.8,571,533.9,640,E,E,3,G,B,C,A,B,D,A,561,B
18,M,1,3,1,2,1,503.9,477.1,494.7,606.1,680,B,D,2,B,B,C,A,A,C,B,552.36,B
19,F,1,1,1,3,1,583.3,564.9,596.8,549.5,880,G,B,7,D,B,C,A,A,C,A,634.9,B
17,M,1,3,1,2,1,374.4,526.1,386.9,380.6,620,E,E,3,C,B,C,A,C,D,B,457.6,B
17,F,1,1,1,2,1,375.8,402.2,448.6,479.7,660,C,D,2,A,B,C,A,A,B,A,473.26,B
19,M,1,3,1,2,,405.4,573.3,529.1,467.8,820,B,E,3,B,B,C,A,A,B,A,559.12,B
17,F,1,3,1,2,1,523.6,522.2,542.3,560.7,0,D,D,5,E,C,D,A,A,E,B,429.76,B
18,F,1,3,1,2,1,467.1,414,424.9,428.8,580,B,E,3,B,B,C,A,B,C,A,462.96,A
17,M,1,4,1,2,1,569.4,560.7,543.7,560,520,F,G,4,E,C,D,A,B,D,B,550.76,B
18,M,1,3,1,2,1,444.5,461.4,418.2,364.6,300,C,B,4,C,B,C,A,A,D,B,397.74,B
17,F,1,2,1,2,1,589.6,591.8,579.5,682.8,960,F,D,4,G,C,C,A,B,C,C,680.74,B
18,M,1,3,,2,1,439.7,401.3,480.2,449.2,400,A,C,6,B,B,C,A,A,C,A,434.08,B
17,M,0,4,1,2,1,570.2,596.5,608.8,631.8,840,E,E,2,E,C,C,A,A,C,B,649.46,B
41,F,4,1,,2,1,373.7,437,483.7,373,0,H,C,4,B,B,C,A,A,E,A,333.48,B
17,F,1,3,1,2,1,577.6,599.8,566.2,501.2,920,H,C,3,C,B,D,B,A,D,B,632.96,B
16,F,1,3,1,3,,506.3,533.5,460.3,373.3,740,E,E,4,B,B,C,A,A,B,A,522.68,B
16,F,1,1,1,3,1,473.3,558.6,597,612,700,E,F,4,D,C,D,B,A,D,C,588.18,B
17,F,1,3,1,2,1,430.6,484.6,514.3,373.7,480,B,B,3,C,C,C,A,A,D,A,456.64,B
28,F,0,3,,2,1,415.4,441.2,445.5,388.4,280,A,D,2,C,B,B,A,A,C,B,394.1,B
17,F,1,3,1,3,1,607.4,634.7,629,713.8,960,F,G,4,Q,E,E,C,A,E,B,708.98,B
17,F,1,3,1,2,1,452.1,551.9,560.7,537.5,920,D,E,4,C,B,C,A,A,C,B,604.44,B
25,M,2,1,,2,1,403.9,546.2,568.5,617,560,H,C,3,C,B,C,A,A,C,B,539.12,B
17,M,1,1,1,3,1,509.9,582.2,551.2,744.6,760,D,F,5,K,D,E,B,A,E,C,629.58,B
17,F,1,3,1,2,1,400.2,536.7,522.2,460.3,660,C,C,5,B,B,C,A,B,D,A,515.88,B
17,F,1,3,1,2,1,522.3,554,545.6,592.3,860,F,F,3,C,B,C,A,A,B,A,614.84,A
17,M,1,2,1,3,1,520,550.3,558,694,840,E,D,5,F,D,E,B,A,E,D,632.46,B
18,F,1,3,1,2,1,380,375.1,339.6,377.3,440,B,H,4,B,C,D,A,B,C,A,382.4,B
18,M,1,3,1,2,1,448.1,514.8,505.4,433.8,520,H,D,4,C,B,C,A,B,C,A,484.42,B
17,M,1,1,1,3,1,383.6,417,455.4,651.1,460,E,C,7,M,E,E,E,B,E,C,473.42,B
17,F,1,1,1,2,1,462.1,433.1,506.1,372.2,600,B,B,4,C,B,D,A,B,D,B,474.7,B
18,M,1,2,1,2,1,441.3,431.8,363.1,393.2,260,B,B,4,B,B,C,A,A,A,A,377.88,A
17,F,1,1,1,3,1,477.7,547.8,511.6,513.1,600,B,E,4,K,E,D,A,A,C,B,530.04,B
21,M,1,3,1,2,1,440.1,542.9,514.6,453.3,620,H,A,2,A,B,C,A,A,B,A,514.18,A
17,F,1,3,1,3,1,610.2,712.8,639.8,877.8,940,G,G,2,P,D,D,C,A,D,B,756.12,B
18,F,1,3,1,2,,381.1,457.1,483.5,503.6,560,B,E,5,B,B,C,A,B,B,A,477.06,B
17,F,1,3,1,2,,390.3,388.3,475.8,461,560,B,B,6,A,C,E,A,B,E,A,455.08,B
18,M,1,1,1,2,1,544.3,525,560.9,648.9,700,A,B,4,B,B,B,A,A,B,A,595.82,B
17,F,1,3,1,3,1,625.5,683,605.2,754.2,780,G,F,3,O,D,E,A,A,D,B,689.58,B
17,F,1,1,1,2,,400.7,558.2,541.3,601.8,840,E,F,5,C,B,C,A,A,D,A,588.4,B
16,F,1,3,1,2,1,556.3,583.3,548.1,694.5,840,F,E,3,F,D,D,B,B,D,B,644.44,B
18,F,2,3,1,2,,513.8,474.1,536.9,533.4,660,B,E,5,C,B,B,A,A,C,A,543.64,B
19,M,1,3,1,2,1,491.9,511.3,507.3,441.5,480,D,D,6,D,B,C,A,B,C,A,486.4,B
18,F,1,3,1,2,1,500.1,528.1,502.1,599.2,600,B,B,6,B,B,C,A,A,B,A,545.9,A
17,F,1,1,1,2,1,354.2,356.1,495.1,420.9,0,C,C,4,B,B,B,A,A,D,A,325.26,A
18,M,1,3,1,2,1,524.1,598.7,561.9,544.4,680,B,G,4,C,C,C,A,B,C,B,581.82,B
18,F,1,3,1,2,1,379.2,531.4,501.7,459.5,0,E,B,2,C,B,D,A,B,D,B,374.36,B
17,M,3,4,1,2,1,565,537,533.4,569.1,560,F,E,4,C,B,C,A,A,D,B,552.9,B
17,F,1,3,1,3,,544.3,528.3,618.4,631.4,900,C,E,4,F,C,D,B,A,D,B,644.48,B
16,M,1,3,1,2,1,504.2,428.8,418.1,441.4,540,D,C,4,E,B,D,A,B,D,B,466.5,B
17,F,1,3,1,2,1,428,341.8,361.7,428.5,280,E,E,3,B,B,C,B,B,D,B,368,B
17,F,1,3,1,3,1,410.9,560.9,547.5,597.6,900,G,G,3,M,C,C,C,A,D,B,603.38,B
17,F,1,3,1,3,1,509.3,569.4,529.8,684.6,920,E,F,4,D,C,C,B,B,D,B,642.62,B
18,F,1,4,1,2,1,459.5,472.1,443.7,436.9,620,G,H,5,C,B,C,A,A,C,A,486.44,B
19,F,1,3,1,2,,472.7,393.3,532.3,548.3,580,B,C,5,B,B,D,A,A,D,A,505.32,B
18,F,1,0,1,2,1,360.7,458.1,521.3,376.9,580,B,B,3,B,B,C,A,B,E,A,459.4,B
19,F,1,3,1,2,1,403.8,413.6,419,492.8,0,B,B,3,B,B,C,A,A,C,A,345.84,B
18,F,1,1,1,3,,542.3,566.5,591.1,618.5,640,F,G,4,K,D,D,C,A,E,E,591.68,B
21,M,1,1,,2,1,388.9,373.5,339.4,538.8,520,E,B,4,C,B,C,A,A,D,B,432.12,B
18,F,1,3,,2,,469.1,507.7,516.1,421.6,460,C,E,5,M,B,C,A,A,C,A,474.9,B
17,F,1,1,1,3,,452.9,557.8,574.8,625.7,760,C,E,4,C,B,C,B,A,D,B,594.24,B
19,F,1,3,1,2,1,464.9,341.6,526.1,450.1,560,B,B,3,B,B,C,A,A,C,A,468.54,B
17,M,1,3,1,3,1,533.5,585.4,580.8,742.8,920,G,F,5,K,D,D,B,A,E,C,672.5,B
17,M,1,2,1,2,1,565.9,614.6,598.5,791.2,640,B,D,5,C,B,C,B,A,C,A,642.04,A
16,M,1,1,1,2,1,527.6,579.1,530.2,651.2,860,B,B,5,B,B,C,A,A,B,A,629.62,B
19,M,1,3,1,2,,452.2,379.5,394.6,466.9,380,D,F,2,C,B,C,A,A,C,A,414.64,B
20,M,1,1,1,2,1,576.5,547.1,626.4,709.6,600,H,E,5,F,C,D,A,B,E,B,611.92,B
17,F,1,1,1,2,,444.4,512.1,520.3,480.1,420,H,F,3,B,B,B,A,A,C,A,475.38,A
17,M,1,3,1,2,1,519.1,554,568.4,641.9,560,E,C,5,B,B,D,A,B,C,A,568.68,B
17,F,1,1,1,2,1,439.3,503.6,487.8,415.7,580,B,C,4,B,B,C,A,A,C,A,485.28,A
23,F,1,3,1,2,1,397.6,455.6,357.5,382.4,200,B,B,4,A,B,C,A,A,B,A,358.62,A
17,F,1,3,1,2,1,387.1,362.8,384,364.6,600,A,A,3,B,B,B,A,A,B,A,419.7,A
18,F,1,1,1,2,2,343,388.2,447,463.2,640,D,D,4,B,B,C,B,A,C,A,456.28,B
17,F,1,1,1,3,1,609,634.8,639.2,734.8,960,F,F,5,N,C,D,C,A,E,C,715.56,B
19,M,1,3,1,2,1,414.7,521.1,484,449.9,400,E,E,4,B,B,B,A,B,A,A,453.94,A
17,M,1,3,1,2,1,406.4,496.4,480,428.7,580,E,F,4,B,B,C,A,A,C,A,478.3,A
18,F,1,3,1,2,1,474.3,375.5,509.1,481.7,620,E,E,3,B,B,C,A,A,B,A,492.12,A
18,F,1,3,1,3,,406.2,411.8,424.8,460.7,540,G,E,4,C,C,D,A,A,B,B,448.7,B
18,F,1,3,1,2,1,345.7,429.2,480.1,426.4,620,B,E,3,B,B,B,A,A,C,A,460.28,B
19,F,1,1,1,2,1,511.1,574.1,591.3,610,800,D,G,3,E,B,C,A,C,D,B,617.3,B
17,F,1,3,,2,1,417.6,390.8,402.5,413.3,360,E,E,3,B,C,C,B,B,D,B,396.84,B
20,M,1,3,1,2,1,490.5,463.8,550.1,499.4,520,E,D,6,C,C,D,A,B,E,B,504.76,B
17,F,1,3,1,2,,534.9,577.9,544.2,518.7,620,H,F,5,F,D,D,B,B,C,B,559.14,B
17,M,1,3,1,2,1,520.9,604.3,587.7,609,640,E,E,4,B,B,C,A,A,D,B,592.38,B
21,M,1,3,1,2,1,514,458.2,491.8,429.7,580,C,D,5,B,C,C,A,A,C,A,494.74,B
20,F,1,3,1,2,1,418,388.3,484.5,479.2,500,B,E,4,B,B,D,A,A,D,A,454,A
17,M,1,1,1,3,1,635.9,622,637.7,699.9,840,F,F,3,N,C,D,B,A,E,C,687.1,B
17,F,1,3,1,2,1,464.3,454.6,493.1,504.1,560,E,C,2,A,B,C,A,A,B,A,495.22,A
18,F,1,3,1,2,1,457.6,467.2,528.6,379.6,580,A,A,5,B,B,B,A,B,C,A,482.6,B
18,M,1,1,1,2,1,467.3,422.8,541.7,413.1,540,D,C,5,B,B,D,B,B,C,B,476.98,B
16,M,1,1,1,3,,610.7,617.2,618.6,731.7,660,G,G,4,N,E,E,B,A,E,C,647.64,B
17,F,1,4,1,2,1,439,484.1,388.3,427.3,600,C,G,3,E,B,C,A,B,B,A,467.74,A
17,F,1,3,1,2,1,355.7,436.8,482.5,470.2,640,B,B,5,B,B,C,A,A,B,A,477.04,A
17,M,1,3,1,2,1,396.3,436.7,418.2,476.4,560,D,B,10,C,C,D,B,B,E,A,457.52,B
17,F,1,2,1,2,1,358,438.1,514.9,437.6,740,B,B,6,C,B,C,A,B,B,A,497.72,A
19,F,2,3,2,2,1,413.7,506.5,389.9,371.9,400,D,C,9,C,B,C,A,C,D,A,416.4,A
22,M,1,5,1,2,1,425.4,495.8,526.5,444.1,560,C,C,5,B,B,C,A,A,C,A,490.36,A
19,M,1,1,,2,,385.5,430.7,533.3,386.9,0,E,G,6,I,C,D,B,A,A,B,347.28,B
17,F,1,3,1,2,,455.6,451,526.8,558.4,540,C,C,3,C,B,C,A,A,B,B,506.36,B
16,M,1,1,1,2,1,580.7,542.5,533.9,628.6,720,B,E,3,D,B,C,A,C,B,B,601.14,B
16,F,1,1,1,2,,357,463.3,485.7,406,0,C,C,4,B,B,D,A,A,D,A,342.4,B
18,F,1,4,1,2,1,506.1,473.9,530.6,526.9,540,B,D,5,B,B,D,B,A,C,A,515.5,A
18,M,1,3,,3,,484.8,473.2,500.2,635,480,D,D,4,B,B,C,B,A,D,A,514.64,B
19,F,1,5,1,2,,420,505.2,541.5,528.1,520,D,B,7,B,B,C,A,A,B,A,502.96,A
19,M,1,3,1,2,1,476.6,462.2,532.5,532.7,720,C,E,4,B,C,C,A,A,D,A,544.8,B
17,M,1,3,1,2,1,435.9,513,451.6,464.4,540,H,H,6,B,B,B,A,A,D,A,480.98,A
19,F,1,3,1,2,1,469.5,491.3,513.7,429.7,560,A,A,5,B,B,C,A,A,B,A,492.84,A
18,M,1,1,1,2,,448,535.6,520.7,433.9,280,H,E,5,C,C,D,A,C,D,A,443.64,B
20,F,1,2,1,2,1,408.2,428.9,409.4,392.3,540,A,A,3,A,B,B,A,A,B,A,435.76,A
17,M,1,1,1,2,1,422.2,334.4,356.6,402,300,E,F,5,C,C,C,A,A,C,A,363.04,A
16,M,1,3,1,2,1,397.4,470.3,539.9,656,900,B,A,3,B,B,B,A,A,B,A,592.72,B
17,F,1,3,1,2,1,481.3,471.7,362.6,408.2,0,E,B,3,B,B,C,A,A,B,A,344.76,A
17,M,1,3,1,2,1,393.6,453.7,356,474.9,380,A,B,4,B,B,C,B,B,E,A,411.64,A
17,F,1,3,1,2,1,453.1,565.9,560.2,606.7,920,D,B,6,E,B,D,B,A,B,B,621.18,B
20,M,1,3,1,2,1,510.4,571.8,562.9,619.6,800,H,D,4,D,C,C,B,B,E,B,612.94,B
26,F,1,0,,2,1,421.4,338.2,379.9,369,0,H,H,3,A,B,C,A,A,B,A,301.7,A
18,F,1,1,1,3,1,641,649.8,586.3,686.2,960,D,E,3,C,C,C,B,A,D,B,704.66,B
19,M,1,4,1,2,1,572.3,573,549.4,574.6,900,C,D,5,A,B,C,A,B,A,A,633.86,A
18,F,1,1,1,3,1,489.1,446.8,548.3,573.7,400,E,E,3,B,B,C,A,A,D,A,491.58,B
16,M,1,3,1,2,1,387.7,491.7,511.3,526,620,E,D,4,B,B,C,A,B,C,B,507.34,B
18,F,1,1,1,3,1,486.5,379.7,489.3,603.1,600,C,E,4,C,B,D,A,A,C,B,511.72,B
17,F,1,1,1,3,1,558,521.1,575.9,536.4,700,F,G,3,F,C,C,B,A,D,C,578.28,B
17,M,1,3,1,2,1,362.8,461.8,493,443.8,620,B,B,5,B,B,D,A,A,B,A,476.28,A
17,M,1,3,1,3,,478.7,531.1,540.4,641.2,680,E,D,5,I,C,C,B,B,E,B,574.28,B
19,F,1,1,1,3,1,515.1,524.3,535.1,601.8,940,F,F,4,L,D,D,C,A,E,C,623.26,B
47,M,1,1,,2,1,503.6,528.4,523.9,419.2,560,B,B,2,B,B,B,A,A,B,A,507.02,A
18,F,1,1,1,2,1,496.8,605.2,551.9,682.6,760,H,E,3,B,C,D,A,A,C,B,619.3,B
17,M,1,0,1,3,1,588.7,642.2,610.9,727,660,F,G,4,H,E,E,D,A,E,B,645.76,B
18,M,1,2,1,2,1,551.8,369,434,523.9,600,C,C,5,C,B,C,A,A,B,A,495.74,A
17,F,1,3,1,2,1,542.2,558.8,510.4,500.7,880,D,C,2,B,B,A,A,A,B,A,598.42,B
17,F,1,3,1,2,1,481.4,514.7,508.7,584.2,680,B,C,5,B,B,C,A,A,B,A,553.8,A
18,M,1,3,1,2,1,448.6,412.4,483.8,419.8,540,H,D,6,B,B,D,A,A,D,A,460.92,B
18,M,1,1,1,2,1,580.4,630.5,581.3,652.2,700,B,D,4,B,B,D,A,A,B,A,628.88,A
17,F,1,3,1,2,,414.7,479.6,491.6,533.9,700,C,C,6,B,B,C,A,A,B,B,523.96,B
17,F,1,1,1,2,1,505.1,584.6,574.3,593.9,760,A,B,4,B,B,C,A,A,C,B,603.58,B
17,M,1,3,1,2,1,570.4,621.4,612.8,730.6,800,F,D,2,B,C,D,A,A,C,B,667.04,B
17,F,1,2,1,2,1,384,493.5,548,385,880,E,G,4,E,C,D,B,A,E,B,538.1,B
18,F,1,1,1,2,1,410.4,419.4,455.7,525.7,520,B,C,5,B,B,B,A,A,C,A,466.24,B
18,F,1,3,1,2,1,465.7,428.2,368.6,413.4,380,B,D,7,C,B,C,B,A,E,A,411.18,B
17,F,1,3,1,2,1,355.3,441.9,493,416.9,300,C,E,3,B,B,C,A,A,B,A,401.42,B
20,F,1,3,1,2,1,385.6,487.8,479.6,440,0,G,G,6,G,E,E,C,A,E,D,358.6,B
17,M,1,1,1,2,1,539.3,596.9,556.5,606.4,700,C,E,4,B,B,C,B,A,D,B,599.82,B
18,F,1,3,1,2,1,479.4,499.3,562.4,529.1,700,B,B,5,B,B,C,A,B,C,A,554.04,A
17,M,1,1,1,2,,459.1,509.5,493.6,505.4,620,C,E,4,C,B,C,A,A,D,A,517.52,B
17,M,1,1,1,3,1,737.9,712.7,626.6,792,880,G,G,4,P,D,E,B,A,E,C,749.84,B
21,F,1,3,1,2,1,386.1,491.1,412.5,409.8,260,D,E,3,B,B,C,A,A,B,A,391.9,B
17,M,1,3,1,3,,432.5,548.2,567.9,452.7,740,E,D,4,H,C,C,B,B,E,B,548.26,B
19,F,1,3,1,2,1,365.3,411.4,461.9,508.2,600,C,D,6,C,B,C,A,A,E,A,469.36,B
17,F,1,3,1,2,1,588.6,611.9,589,781.8,920,E,E,3,B,C,D,A,A,C,B,698.26,B
19,M,1,3,1,2,1,474.5,405,431.3,421.7,240,H,C,5,C,B,C,A,A,B,A,394.5,B
17,M,0,1,1,3,1,515.7,526.4,527.7,515.7,620,G,G,4,G,C,D,B,A,A,A,541.1,B
18,F,1,3,1,3,,464.8,443.6,505.5,531.2,860,E,E,6,H,E,E,B,A,E,B,561.02,B
18,F,1,1,1,3,,583.5,528.7,575.6,597.8,840,F,F,4,H,C,D,B,A,C,B,625.12,B
17,F,1,1,1,3,,539.8,567.8,522.8,664.2,820,E,E,3,C,B,B,A,A,B,A,622.92,A
19,M,1,2,1,2,1,555.5,525.5,549.1,595.8,780,D,A,3,B,B,C,A,B,C,B,601.18,B
18,F,1,0,1,2,1,417.9,460,448.1,490,620,G,E,4,B,B,C,A,B,C,B,487.2,B
17,M,1,3,1,2,,558.3,595.6,594.7,739.5,800,E,E,3,B,B,C,A,B,D,A,657.62,B
19,F,1,3,2,2,1,403.6,490.1,490.9,426.3,420,A,A,4,B,B,C,A,A,B,A,446.18,A
17,F,1,3,,2,1,345.8,533.2,466.9,385.8,520,E,D,5,C,B,D,A,A,D,A,450.34,B
18,F,1,3,1,2,1,480.2,563.2,546,505.3,760,E,E,4,A,B,D,B,A,E,B,570.94,B
17,M,0,3,1,2,2,437,547.4,581.6,533.6,620,D,D,4,D,B,C,B,A,D,B,543.92,B
17,F,1,1,1,3,1,570.2,600.8,619.2,665.4,760,F,F,4,Q,E,E,B,A,E,E,643.12,B
18,F,1,3,1,2,1,462.5,492.4,517.1,415.1,520,C,D,4,C,B,C,A,A,C,B,481.42,B
16,F,1,3,1,2,1,401.5,369.7,488.9,382.8,560,D,B,6,E,B,D,B,A,D,A,440.58,B
17,M,1,1,1,3,,567.1,531.2,572.4,651.9,840,G,G,4,O,D,D,C,A,B,C,632.52,B
18,M,1,2,1,3,1,482.7,558.6,559.4,470.6,540,E,E,4,E,B,C,B,A,B,B,522.26,B
17,F,1,4,1,2,,452.5,514.2,451.5,452.9,560,H,E,4,B,B,C,A,A,C,A,486.22,A
17,M,1,3,1,2,2,555.9,568,553.8,554.1,520,E,E,4,C,B,C,A,B,C,B,550.36,B
19,F,1,3,1,2,,468,410.7,472.5,390.7,540,A,D,3,B,B,C,A,A,B,A,456.38,B
18,F,1,0,1,3,1,620.2,638,646.7,574.2,720,G,F,2,N,C,D,B,A,C,D,639.82,B
18,M,1,3,1,2,,364.2,492.8,468.6,420,340,A,B,3,B,B,C,A,B,B,A,417.12,A
17,F,1,1,1,2,1,486.1,591.1,555.4,383.1,740,B,D,5,B,B,D,A,A,C,A,551.14,B
18,M,1,1,1,2,1,485.2,451.4,548,524.7,540,C,E,4,C,B,D,A,B,B,A,509.86,B
18,F,1,3,1,2,1,390,363.9,442.9,426.9,500,B,C,6,C,B,E,B,A,D,A,424.74,B
18,F,1,0,1,2,,346.3,376.9,402.3,497.3,0,A,A,4,B,B,D,A,B,C,A,324.56,B
18,M,1,1,1,2,1,501.3,591.3,599.6,509.6,760,F,D,5,F,B,C,A,A,B,A,592.36,B
18,F,1,3,1,2,1,429.2,401.8,396.6,402.3,660,D,E,5,B,B,C,A,B,B,A,457.98,A
17,F,1,3,1,2,2,425.6,552.4,477.4,430.1,640,C,D,3,B,B,D,A,B,C,A,505.1,B
17,F,1,3,1,2,,509.4,535.5,524.8,530.8,620,B,B,4,C,B,C,B,B,C,A,544.1,B
16,F,1,3,1,2,1,494.2,541.9,491.7,504.3,660,E,E,4,C,B,D,A,A,C,A,538.42,B
19,F,1,3,1,2,1,420.2,453.3,469.3,390.1,600,E,B,8,B,D,E,A,A,E,A,466.58,B
18,F,1,1,1,2,1,455.8,562.1,547.1,405.2,560,D,C,2,A,A,C,A,A,C,A,506.04,A
18,F,1,3,1,2,1,522.1,479.4,568.6,556.3,620,B,E,6,D,C,D,A,A,D,B,549.28,B
19,M,1,3,1,2,1,400.5,362.1,416.7,450.4,0,H,H,6,B,C,E,A,A,E,A,325.94,B
18,M,1,3,1,2,1,497.2,533.4,475.5,438.3,500,B,C,2,B,B,B,A,A,C,A,488.88,B
18,M,1,3,1,2,1,441.3,448.8,489.1,453.9,700,B,B,4,B,A,B,A,A,B,A,506.62,A
18,F,1,1,1,3,1,482.4,496.1,550.2,533.3,660,B,F,4,A,C,C,B,A,C,B,544.4,B
17,F,1,1,1,3,1,551.8,594,577.6,733.4,820,G,E,5,I,C,D,B,A,E,C,655.36,B
17,F,1,3,1,2,1,551.1,530.3,575.6,520.5,640,G,F,5,E,B,C,A,B,D,B,563.5,B
17,M,1,3,1,2,1,440.1,411.8,473.2,420.3,540,H,C,3,B,B,C,B,A,C,A,457.08,B
17,M,1,2,1,2,1,402.3,542.3,506.7,521.2,620,C,C,4,C,D,D,B,B,E,B,518.5,B
19,F,1,3,1,2,1,418.2,466.1,485.7,472.1,500,H,E,6,B,B,C,C,A,E,A,468.42,B
17,M,1,1,1,2,1,550.7,585.6,580,691.8,880,C,F,8,B,B,C,A,A,E,A,657.62,B
18,M,1,1,1,2,1,544,464.2,476.6,639.5,800,A,C,3,C,B,D,A,B,C,A,584.86,B
18,M,1,3,1,2,1,392.2,538.8,425.4,613.2,320,B,B,4,B,B,D,A,B,C,A,457.92,A
17,M,1,3,1,2,2,486.2,419.2,506.2,477.4,460,B,B,3,B,A,C,A,A,A,A,469.8,A
18,M,1,3,1,2,1,407.8,478.8,479.1,484.6,380,D,E,3,B,B,C,A,A,C,A,446.06,A
17,M,1,1,1,3,,560.4,619.7,548.2,709.3,700,E,E,5,C,C,C,B,B,E,B,627.52,B
17,M,1,1,1,2,1,510.8,579.4,481.3,412,600,E,E,5,B,B,B,A,A,B,A,516.7,A
18,F,1,3,1,2,1,466.7,543,549.1,595.3,660,E,C,3,B,B,C,A,B,C,A,562.82,B
21,M,1,3,1,2,1,520.8,416.7,403.9,384.3,200,C,C,4,C,B,C,A,A,E,A,385.14,B
18,F,1,1,1,3,1,378.2,491.5,518.3,550.9,560,B,D,8,G,B,E,A,A,E,A,499.78,B
18,F,1,3,1,2,1,672.3,661.2,622.2,842.3,920,F,G,6,G,C,D,B,A,E,C,743.6,B
17,F,1,1,,2,1,389.6,518.6,468,443.1,540,A,A,4,A,B,C,A,B,B,A,471.86,A
18,F,1,3,1,2,1,378.8,511.8,561.3,446.2,680,A,A,4,C,B,C,A,C,D,A,515.62,B
17,M,1,1,1,2,1,502.7,489.1,490.6,487.6,620,B,B,3,B,B,C,A,A,B,A,518,A
17,M,1,1,1,2,1,545.7,536.4,547.3,534.1,500,B,B,3,B,C,D,B,C,C,B,532.7,B
16,F,1,3,1,2,,401.9,516.3,373.2,422,620,A,B,5,B,B,B,A,B,A,A,466.68,A
20,M,1,1,1,2,,551.1,552.8,541.3,541.2,720,H,H,4,G,C,C,B,A,C,A,581.28,B
18,M,1,1,1,2,1,369.5,399.1,429.6,477.8,440,B,C,5,A,B,C,A,A,B,A,423.2,A
17,F,1,3,1,2,,517.6,521.6,533.4,486.6,600,D,F,3,E,C,D,A,A,C,B,531.84,B
18,F,1,3,1,2,,433.6,463.6,490,423.4,580,B,C,4,B,B,C,A,A,D,A,478.12,B
19,F,1,3,1,2,1,443.1,406,449,442.1,480,A,A,6,B,B,D,A,A,B,B,444.04,B
18,F,1,3,1,2,1,532.9,549.7,532.8,527.5,560,D,B,5,C,B,C,B,A,C,B,540.58,B
26,F,2,3,1,2,1,366.4,405.6,472.1,461.8,520,B,E,4,B,B,B,A,A,C,A,445.18,A
20,M,1,3,1,2,1,363,377.8,438.5,435.5,500,A,A,4,B,B,C,A,A,B,A,422.96,B
18,F,1,1,1,3,,379.1,395.5,477.2,441.3,720,F,G,7,N,D,E,B,A,E,C,482.62,B
18,F,1,4,1,2,1,500.3,443,506.3,394.1,600,H,B,4,B,B,C,A,A,C,B,488.74,B
16,F,1,3,1,2,1,478,408.2,490.7,426.1,640,C,E,5,C,B,C,A,A,C,A,488.6,B
17,F,1,3,1,2,1,523.1,591.4,578.2,691.4,620,G,F,4,G,C,C,B,A,E,A,600.82,B
18,F,1,3,1,2,1,528.3,444.1,528,461.8,640,B,B,3,A,B,B,A,A,C,A,520.44,A
19,M,1,3,1,2,1,355.8,502.6,558.9,416.7,520,B,E,3,A,C,D,A,B,B,A,470.8,B
18,F,1,3,1,2,1,522.4,559.1,539.8,642.5,620,B,C,2,B,A,B,A,A,C,B,576.76,B
19,F,1,3,1,2,1,424.6,432.3,503.9,536.2,660,B,E,4,F,C,D,B,B,E,B,511.4,B
18,M,1,3,1,2,1,517.5,473.7,488,379.9,580,C,B,4,C,B,D,A,A,D,A,487.82,B
17,M,1,3,1,2,1,439.1,476,438.3,481.5,620,B,C,4,C,B,C,A,A,B,A,490.98,A
18,F,1,1,1,3,1,594.8,580.9,572.4,780.5,960,F,G,4,Q,E,E,B,A,E,C,697.72,B
17,M,1,1,1,2,1,517.3,551.9,600,522.1,680,E,E,5,D,B,C,A,A,E,B,574.26,B
17,M,1,3,1,3,1,623.9,605.2,599.4,627.6,640,E,G,2,H,B,D,A,A,C,B,619.22,B
17,F,1,4,1,2,1,465.3,520.2,551.8,450.5,760,B,D,4,B,B,C,A,B,D,A,549.56,B
17,F,1,3,1,2,1,459.8,501.3,465.9,537.4,660,B,B,2,B,B,B,A,A,B,A,524.88,A
19,F,1,1,1,3,,389.4,445.9,479.5,568.8,540,B,G,4,C,C,D,B,A,D,B,484.72,B
17,F,1,1,1,2,,360.3,456,380.5,410.8,600,A,B,4,B,B,C,A,A,B,A,441.52,A
19,F,1,0,1,2,1,496.1,432.9,500.1,368.7,560,B,B,6,B,B,D,B,B,E,A,471.56,B
